"text","text_raw","name","keywords","upper_text","lower_text","brackets_text","id","year","color","province","region","producer","designation","variety","country","id_conf","year_conf","color_conf","province_sim","region_sim","producer_sim","designation_sim","variety_sim","brackets_conf","upper_text_hit","lower_text_hit","brackets_text_hit","inspect","dictionary_hit","any_hit","table","file","file_id","file_number","name_id","l","b","r","t","name_center_x_orig","name_center_y_orig"
"MAZOYERES CHAMBERTIN ¢","1011 MAZOYERES CHAMBERTIN 1966. ¢","MAZOYERES CHAMBERTIN . ¢","character(0)","MAZOYERES CHAMBERTIN","NULL","NULL","1011","1966","NULL","NULL","list(region = ""Mazoyeres Chambertin"")","NULL","NULL","NULL","France","93.2530288696289","93.2952194213867","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_1_8",403.5,4824,1598.5,4868,960.470140347461,4823.48421185673
"CHAPELLE CHAMBERTIN","403 CHAPELLE CHAMBERTIN 1964 .... 5","CHAPELLE CHAMBERTIN","character(0)","CHAPELLE CHAMBERTIN","NULL","NULL","403","1964","NULL","NULL","list(region = ""Chapelle Chambertin"")","NULL","NULL","NULL","France","93.2370223999023","93.2070541381836","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_1",2037.1,2403,3239.5,2446,2650.85565265272,2438.73886700574
"CORTON BRESSANDES","187 CORTON BRESSANDES 1962 . .....","CORTON BRESSANDES","character(0)","CORTON BRESSANDES","NULL","NULL","187","1962","NULL","NULL","list(region = ""Corton Bressandes"")","NULL","NULL","NULL","France","96.7185745239258","93.021614074707","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_2",2035.5,2719,3239.5,2761,2643.08723304571,2754.14422786191
"CHARMES CHAMBERTIN","1001 CHARMES CHAMBERTIN 1962.... 6","CHARMES CHAMBERTIN","character(0)","CHARMES CHAMBERTIN","NULL","NULL","1001","1962","NULL","NULL","list(region = ""Charmes Chambertin"")","NULL","NULL","NULL","France","93.0228424072266","90.4126358032227","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_3",2036.5,3032,3239.5,3076,2636.65162758228,3068.07866844197
"VOSNE ROMANEE","740 VOSNE-ROMANEE1959 ...........","VOSNE-ROMANEE","character(0)","VOSNE ROMANEE","NULL","NULL","740","1959","NULL","NULL","list(region = ""Vosne Romanee"")","NULL","NULL","NULL","France","93.0809478759766","90.2789764404297","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_4",2039.5,3295,3239.5,3339,2632.34224203762,3331.04763846739
"BEAUNE GREVES","668 BEAUNE GREVES 1959............","BEAUNE GREVES","character(0)","BEAUNE GREVES","NULL","NULL","668","1959","NULL","NULL","NULL","NULL","list(designation = ""Beaune Greves"")","NULL","NULL","93.1601333618164","88.113525390625","NULL","NULL","NULL","NULL","1","NULL","NULL","designation","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_5",2041.5,3714,3239.5,3758,2624.08732425765,3749.96750709676
"LATRICIERES CHAMBERTIN","1002 LATRICIERES CHAMBERTIN 1962.","LATRICIERES CHAMBERTIN .","character(0)","LATRICIERES CHAMBERTIN","NULL","NULL","1002","1962","NULL","NULL","list(region = ""Latricieres Chambertin"")","NULL","NULL","NULL","France","93.2600784301758","96.130256652832","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_6",2042.5,4077,3239.5,4124,2616.53629867979,4114.38962773808
"CHAMBERTIN","1003 CHAMBERTIN 1964 ..............","CHAMBERTIN","character(0)","CHAMBERTIN","NULL","NULL","1003","1964","NULL","NULL","list(region = ""Chambertin"")","NULL","NULL","NULL","France","92.0024032592773","93.2446975708008","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_7",2044.5,4394,3239.5,4436,2610.58952747326,4428.83499010207
"VOSNE ROMANEE ’ LA GRANDE RUE","798 VOSNE-ROMANEE ’ LA GRANDE RUE, 1964............","VOSNE-ROMANEE ’ LA GRANDE RUE,","character(0)","VOSNE ROMANEE","’ LA GRANDE RUE","NULL","798","1964","NULL","NULL","list(region = ""Vosne Romanee"")","NULL","Grande","NULL","France","93.1535186767578","88.2802963256836","NULL","NULL","1","NULL","0.266666666666667","NULL","NULL","region","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0869","UCD_Lehmann_0869","0869","0869_2_8",2049.5,4757,3239.5,4875,2604.23181924086,4829.79238128726
"CHATEAU ROCHES BLANCHES — Nicolas Bottling","350 CHATEAU ROCHES BLANCHES (St. Emilion) — Nicolas Bottling...","CHATEAU ROCHES BLANCHES (St. Emilion) — Nicolas Bottling","character(0)","CHATEAU ROCHES BLANCHES","— Nicolas Bottling","Saint Emilion","350","NULL","white","NULL","list(region = ""Saint Emilion"")","Roche","Blanche","NULL","NULL","96.9815979003906","NULL","92.2739028930664","NULL","1","0.217391304347826","0.304347826086957","NULL","NULL","designation","NULL","region","producer (submatch upper_text); designation (submatch upper_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_1",891,1278,1806,1400,1341.71095752343,1341.67892537203
"CHATEAU TROPLONG MONDOT SLEMIlON)","330 CHATEAU TROPLONG MONDOT SLEMIlON)...........c0bnn","CHATEAU TROPLONG MONDOT SLEMIlON)","character(0)","CHATEAU TROPLONG MONDOT","SLEMIlON)","NULL","330","NULL","NULL","NULL","NULL","list(producer = ""Chateau Troplong Mondot"")","NULL","NULL","France","96.9186248779297","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","producer","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_2",890,1396,1806,1500,1341.65683754557,1450.68005871947
"CHATEAU RAUZAN GASSIES","160 CHATEAU RAUZAN GASSIES (Margaux)... 3","CHATEAU RAUZAN GASSIES (Margaux)","character(0)","CHATEAU RAUZAN GASSIES","NULL","Margaux","160","NULL","NULL","NULL","list(region = ""Margaux"")","list(producer = ""Chateau Rauzan Gassies"")","NULL","NULL","France","93.7875595092773","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_3",889,1516,1806,1566,1341.53726790328,1543.68132593181
"CHATEAU LYNCH BAGES","324 CHATEAU LYNCH BAGES (Pauillac)","CHATEAU LYNCH BAGES (Pauillac)","character(0)","CHATEAU LYNCH BAGES","NULL","Pauillac","324","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Lynch Bages"")","NULL","NULL","France","93.6882781982422","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_4",886,1575,1806,1627,1340.28271669469,1603.68695984451
"CHATEAU MONTROSE","449 CHATEAU MONTROSE (St. Estephe). .. . 469","CHATEAU MONTROSE (St. Estephe)","character(0)","CHATEAU MONTROSE","NULL","Saint Estephe","449","NULL","rose","NULL","list(region = ""Saint Estephe"")","list(producer = ""Chateau Montrose"")","NULL","NULL","France","73.9216232299805","NULL","96.2242660522461","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_5",887,1629,1806,1691,1341.02405814896,1662.68442091571
"CHATEAU LEOVILLE LASCASES St dulien)","321 CHATEAU LEOVILLE LASCASES St dulien).. a ae","CHATEAU LEOVILLE LASCASES St dulien)","character(0)","CHATEAU LEOVILLE LASCASES","St dulien)","NULL","321","NULL","NULL","NULL","NULL","list(producer = ""Chateau Leoville Las Cases"")","NULL","NULL","France","94.1258926391602","NULL","NULL","NULL","NULL","0.961538461538462","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_6",887,1692,1806,1802,1341.37994069924,1749.68369302537
"CHATEAU CALON SEGUR 5","161 CHATEAU CALON SEGUR (St. Estephe) 5","CHATEAU CALON SEGUR (St. Estephe) 5","character(0)","CHATEAU CALON SEGUR","NULL","Saint Estephe","161","NULL","NULL","NULL","list(region = ""Saint Estephe"")","list(producer = ""Chateau Calon Segur"")","NULL","NULL","France","92.6516723632812","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_7",888,1809,1806,1859,1342.23581906625,1836.68091983302
"CHATEAU BOUSCAUT","336 CHATEAU BOUSCAUT (Graves)","CHATEAU BOUSCAUT (Graves)","character(0)","CHATEAU BOUSCAUT","NULL","Graves","336","NULL","NULL","NULL","list(region = ""Graves"")","list(producer = ""Chateau Bouscaut"")","NULL","NULL","France","92.7066497802734","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_8",885,1867,1806,1917,1340.9730866496,1894.68657047883
"CHATEAU LATOUR A POMEROL","288 CHATEAU LATOUR A POMEROL (Pomerol)  ","CHATEAU LATOUR A POMEROL (Pomerol)","character(0)","CHATEAU LATOUR A POMEROL","NULL","Pomerol","288","NULL","NULL","NULL","list(region = ""Pomerol"")","list(producer = ""Chateau Latour a Pomerol"")","NULL","NULL","France","95.3028869628906","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_9",888,2723,1806,2827,1346.08507745494,2777.67304690415
"CHATEAU TROTANOY","431 CHATEAU TROTANOY (Pomerol) .............","CHATEAU TROTANOY (Pomerol)","character(0)","CHATEAU TROTANOY","NULL","Pomerol","431","NULL","NULL","NULL","list(region = ""Pomerol"")","list(producer = ""Chateau Trotanoy"")","NULL","NULL","France","92.9767990112305","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_10",884,2840,1806,2884,1344.44097673833,2864.68050022186
"CHATEAU LEOVILLE LASCASES","630 CHATEAU LEOVILLE LASCASES (St. Juliem)...-. i.e his","CHATEAU LEOVILLE LASCASES (St. Juliem)","character(0)","CHATEAU LEOVILLE LASCASES","NULL","Saint Juliem","630","NULL","NULL","NULL","list(region = ""Saint Julien"")","list(producer = ""Chateau Leoville Las Cases"")","NULL","NULL","France","93.3435668945312","NULL","NULL","NULL","0.916666666666667","0.961538461538462","NULL","NULL","NULL","producer","NULL","region","producer (decent upper_text); region (decent brackets_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_11",886,2898,1806,2995,1345.78662441199,2949.17570264388
"CHATEAU TALBOT","501 CHATEAU TALBOT (St. Julien)...","CHATEAU TALBOT (St. Julien)","character(0)","CHATEAU TALBOT","NULL","Saint Julien","501","NULL","NULL","NULL","list(region = ""Saint Julien"")","list(producer = ""Chateau Talbot"")","NULL","NULL","France","93.9153518676758","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_12",886,3014,1806,3053,1346.14250696227,3036.17497475354
"CHATEAU GRUAUD LAROSE","1054 CHATEAU GRUAUD LAROSE (St. Julien)... 9","CHATEAU GRUAUD LAROSE (St. Julien)","character(0)","CHATEAU GRUAUD LAROSE","NULL","Saint Julien","1054","NULL","rose","NULL","list(region = ""Saint Julien"")","list(producer = ""Chateau Gruaud Larose"")","NULL","NULL","France","96.7842483520508","NULL","92.1348724365234","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_13",889,3071,1806,3110,1347.87565884194,3093.16836195383
"Bc 119 CHATEAU CLOS FOURTET","0. Bc 1019 CHATEAU CLOS FOURTET (St. Emilion)... ¢",". Bc 119 CHATEAU CLOS FOURTET (St. Emilion)","character(0)","CHATEAU CLOS FOURTET","Bc 119","Saint Emilion","0","NULL","NULL","NULL","list(region = ""Saint Emilion"")","Clos Fourtet","Chateau","NULL","France","c(96.5959091186523, 93.979736328125)","NULL","NULL","NULL","1","0.6","0.35","NULL","NULL","designation","NULL","region","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_14",886,3910,1806,4007,1349.92631568654,3961.16723568957
"CHATEAU PICHON LALANDE","896 CHATEAU PICHON LALANDE (Pauillac).... 7","CHATEAU PICHON LALANDE (Pauillac)","character(0)","CHATEAU PICHON LALANDE","NULL","Pauillac","896","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Roche Lalande"")","NULL","NULL","France","95.7762756347656","NULL","NULL","NULL","1","0.818181818181818","NULL","NULL","NULL","producer","NULL","region","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_15",886,4022,1806,4066,1350.27606233078,4046.66652034906
"CHATEAU COS D’ESTOURNEL","831 CHATEAU COS D’ESTOURNEL (St. Estephe)... EE A rT","CHATEAU COS D’ESTOURNEL (St. Estephe)","character(0)","CHATEAU COS D","’ESTOURNEL","Saint Estephe","831","NULL","NULL","NULL","list(region = ""Saint Estephe"")","NULL","Chateau","NULL","France","92.779167175293","NULL","NULL","NULL","1","NULL","0.538461538461538","NULL","NULL","designation","NULL","region","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_16",890,4082,1806,4192,1352.65647177211,4139.65756105133
"CHATEAU MONTROSE","1020 CHATEAU MONTROSE (St. Estephe)......","CHATEAU MONTROSE (St. Estephe)","character(0)","CHATEAU MONTROSE","NULL","Saint Estephe","1020","NULL","rose","NULL","list(region = ""Saint Estephe"")","list(producer = ""Chateau Montrose"")","NULL","NULL","France","96.3404541015625","NULL","96.6899795532227","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_17",890,4197,1806,4242,1352.99394660428,4222.15687081049
"CHATEAU CALON SEGUR","1042 CHATEAU CALON SEGUR (St. Estephe).... 9","CHATEAU CALON SEGUR (St. Estephe)","character(0)","CHATEAU CALON SEGUR","NULL","Saint Estephe","1042","NULL","NULL","NULL","list(region = ""Saint Estephe"")","list(producer = ""Chateau Calon Segur"")","NULL","NULL","France","96.6441650390625","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_1_18",890,4253,1806,4299,1353.22506573176,4278.6563981001
"CHATEAU LA MISSION HAUT BRION TOraveSY er 619 CHATEAU AUSONE","184 CHATEAU LA MISSION HAUT BRION TOraveSY er 619 CHATEAU AUSONE (St. Emilion) .........","CHATEAU LA MISSION HAUT BRION TOraveSY er 619 CHATEAU AUSONE (St. Emilion)","character(0)","CHATEAU LA MISSION HAUT BRION","TOraveSY er 619 CHATEAU AUSONE","Saint Emilion","184","NULL","NULL","NULL","list(region = ""Saint Emilion"")","list(producer = ""Chateau La Mission Haut Brion"")","Chateau","NULL","France","94.2710723876953","NULL","NULL","NULL","1","1","0.233333333333333","NULL","NULL","producer","designation","region","designation (submatch lower_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_2_1",2176,1296,3031,1467,2596.8743081672,1379.04486174049
"CHATEAU HAUT BRION","162 CHATEAU HAUT BRION (Graves)...","CHATEAU HAUT BRION (Graves)","character(0)","CHATEAU HAUT BRION","NULL","Graves","162","NULL","NULL","NULL","list(region = ""Graves"")","list(producer = ""Chateau Haut Brion"")","NULL","NULL","France","87.0806884765625","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_2_2",2172,1470,3031,1519,2595.33656315528,1492.05209752775
"CHATEAU LATOUR","213 CHATEAU LATOUR (Pauillac)...................","CHATEAU LATOUR (Pauillac)","character(0)","CHATEAU LATOUR","NULL","Pauillac","213","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Latour"")","NULL","NULL","France","84.9437866210938","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_2_3",2170,1528,3031,1578,2594.57587185737,1550.55569868827
"CHATEAU CHEVAL BLANC","231 CHATEAU CHEVAL BLANC (St. Emilion)","CHATEAU CHEVAL BLANC (St. Emilion)","character(0)","CHATEAU CHEVAL BLANC","NULL","Saint Emilion","231","NULL","white","NULL","list(region = ""Saint Emilion"")","list(producer = ""Chateau Cheval Blanc"")","NULL","NULL","France","93.3869400024414","NULL","96.8283920288086","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_2_4",2168,1586,3031,1626,2593.79268223732,1603.55934586485
"CHATEAU MARGAUX","210 CHATEAU MARGAUX (Margaux)...","CHATEAU MARGAUX (Margaux)","character(0)","CHATEAU MARGAUX","NULL","Margaux","210","NULL","NULL","NULL","list(region = ""Margaux"")","list(producer = ""Chateau Margaux"")","NULL","NULL","France","95.070198059082","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_2_5",2169,1644,3031,1690,2594.54220489964,1664.55679020294
"CHATEAU LAFITE ROTHSCHILD","115 CHATEAU LAFITE ROTHSCHILD (Pauillac)","CHATEAU LAFITE ROTHSCHILD (Pauillac)","character(0)","CHATEAU LAFITE ROTHSCHILD","NULL","Pauillac","115","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Lafite Rothschild"")","NULL","NULL","France","90.5933837890625","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_0893","UCD_Lehmann_0893","0893","0893_2_6",2172,1702,3031,1814,2596.41443731619,1755.54989294034
